Home Team,Away Team,Home Bookmaker,Home Odds,Home Stake %,Away Bookmaker,Away Odds,Away Stake %,Profit %
Central Michigan Chippewas,Toledo Rockets,FanDuel,360,21.75,MyBookie.ag,-359,78.25,0.05
