Home Team,Away Team,Home Bookmaker,Home Odds,Home Stake %,Away Bookmaker,Away Odds,Away Stake %,Profit %
CSU Fullerton Titans,UC Santa Barbara Gauchos,FanDuel,198,33.87,BetMGM,-190,66.13,0.93
